m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 21.422594
16, 8, 8, 1, 1, 8, 28.313362
24, 8, 8, 1, 1, 8, 32.089138
32, 8, 8, 1, 1, 8, 59.766537
40, 8, 8, 1, 1, 8, 55.212078
48, 8, 8, 1, 1, 8, 55.119617
56, 8, 8, 1, 1, 8, 45.443787
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 16.480686
8, 16, 16, 1, 1, 16, 25.409430
8, 24, 24, 1, 1, 24, 32.611465
8, 32, 32, 1, 1, 32, 36.527943
8, 40, 40, 1, 1, 40, 51.302605
8, 48, 48, 1, 1, 48, 63.253262
8, 56, 56, 1, 1, 56, 82.580643
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 8, 1, 12.715232
16, 16, 16, 1, 16, 1, 15.741736
24, 24, 24, 1, 24, 1, 17.388680
32, 32, 32, 1, 32, 1, 17.163210
40, 40, 40, 1, 40, 1, 17.556694
48, 48, 48, 1, 48, 1, 38.547230
56, 56, 56, 1, 56, 1, 38.874027
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 1, 8, 1, 8, 7.335243
16, 16, 1, 16, 1, 16, 15.287386
24, 24, 1, 24, 1, 24, 14.907797
32, 32, 1, 32, 1, 32, 13.036283
40, 40, 1, 40, 1, 40, 38.546474
48, 48, 1, 48, 1, 48, 38.384007
56, 56, 1, 56, 1, 56, 30.353283
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 13.989072
16, 16, 16, 1, 1, 16, 30.796993
24, 24, 24, 1, 1, 24, 50.804852
32, 32, 32, 1, 1, 32, 368.455780
40, 40, 40, 1, 1, 40, 418.300659
48, 48, 48, 1, 1, 48, 160.046310
56, 56, 56, 1, 1, 56, 197.284409
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 1, 8, 8, 1, 27.137810
16, 16, 1, 16, 16, 1, 62.375637
24, 24, 1, 24, 24, 1, 75.294113
32, 32, 1, 32, 32, 1, 159.791931
40, 40, 1, 40, 40, 1, 199.687988
48, 48, 1, 48, 48, 1, 254.585632
56, 56, 1, 56, 56, 1, 303.361572
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 16, 8, 8, 2, 10.763841
16, 16, 32, 16, 16, 2, 17.365744
24, 24, 48, 24, 24, 2, 18.211039
32, 32, 64, 32, 32, 2, 17.109440
40, 40, 80, 40, 40, 2, 15.077152
48, 48, 96, 48, 48, 2, 13.517821
56, 56, 112, 56, 56, 2, 13.117223
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 37.739559
16, 8, 8, 1, 1, 8, 51.979694
24, 8, 8, 1, 1, 8, 55.251801
32, 8, 8, 1, 1, 8, 56.212257
40, 8, 8, 1, 1, 8, 54.661922
48, 8, 8, 1, 1, 8, 47.383030
56, 8, 8, 1, 1, 8, 53.306892
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 16.480686
8, 16, 16, 1, 1, 16, 25.263159
8, 24, 24, 1, 1, 24, 32.797153
8, 32, 32, 1, 1, 32, 173.559326
8, 40, 40, 1, 1, 40, 193.450882
8, 48, 48, 1, 1, 48, 208.506790
8, 56, 56, 1, 1, 56, 220.327866
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 8, 1, 12.694215
16, 16, 16, 1, 16, 1, 26.245195
24, 24, 24, 1, 24, 1, 27.450357
32, 32, 32, 1, 32, 1, 27.669443
40, 40, 40, 1, 40, 1, 24.296110
48, 48, 48, 1, 48, 1, 21.178904
56, 56, 56, 1, 56, 1, 15.671837
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 1, 8, 1, 8, 4.902649
16, 16, 1, 16, 1, 16, 6.242633
24, 24, 1, 24, 1, 24, 12.176517
32, 32, 1, 32, 1, 32, 10.777530
40, 40, 1, 40, 1, 40, 9.991673
48, 48, 1, 48, 1, 48, 8.766846
56, 56, 1, 56, 1, 56, 12.870922
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 19.393940
16, 16, 16, 1, 1, 16, 36.571430
24, 24, 24, 1, 1, 24, 39.919144
32, 32, 32, 1, 1, 32, 74.608376
40, 40, 40, 1, 1, 40, 85.181900
48, 48, 48, 1, 1, 48, 125.330917
56, 56, 56, 1, 1, 56, 159.966003
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 1, 8, 8, 1, 7.338748
16, 16, 1, 16, 16, 1, 36.119930
24, 24, 1, 24, 24, 1, 39.463314
32, 32, 1, 32, 32, 1, 75.828445
40, 40, 1, 40, 40, 1, 85.944496
48, 48, 1, 48, 48, 1, 109.497032
56, 56, 1, 56, 56, 1, 132.274155
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 16, 8, 8, 2, 3.968992
16, 16, 32, 16, 16, 2, 7.837735
24, 24, 48, 24, 24, 2, 11.053894
32, 32, 64, 32, 32, 2, 15.064363
40, 40, 80, 40, 40, 2, 20.544647
48, 48, 96, 48, 48, 2, 25.761005
56, 56, 112, 56, 56, 2, 23.597429
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 31.801241
16, 8, 8, 1, 1, 8, 44.978039
24, 8, 8, 1, 1, 8, 52.009029
32, 8, 8, 1, 1, 8, 54.613335
40, 8, 8, 1, 1, 8, 103.087242
48, 8, 8, 1, 1, 8, 98.461533
56, 8, 8, 1, 1, 8, 96.430489
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 25.388430
8, 16, 16, 1, 1, 16, 36.441280
8, 24, 24, 1, 1, 24, 44.095695
8, 32, 32, 1, 1, 32, 58.850574
8, 40, 40, 1, 1, 40, 69.376694
8, 48, 48, 1, 1, 48, 132.223816
8, 56, 56, 1, 1, 56, 107.951805
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 8, 1, 11.236284
16, 16, 16, 1, 16, 1, 17.263277
24, 24, 24, 1, 24, 1, 21.313599
32, 32, 32, 1, 32, 1, 24.899696
40, 40, 40, 1, 40, 1, 17.554285
48, 48, 48, 1, 48, 1, 26.122450
56, 56, 56, 1, 56, 1, 26.360325
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 1, 8, 1, 8, 8.762122
16, 16, 1, 16, 1, 16, 19.679693
24, 24, 1, 24, 1, 24, 19.991323
32, 32, 1, 32, 1, 32, 17.046541
40, 40, 1, 40, 1, 40, 16.384350
48, 48, 1, 48, 1, 48, 38.798763
56, 56, 1, 56, 1, 56, 30.099581
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 28.656715
16, 16, 16, 1, 1, 16, 66.637741
24, 24, 24, 1, 1, 24, 79.220627
32, 32, 32, 1, 1, 32, 178.864639
40, 40, 40, 1, 1, 40, 224.430161
48, 48, 48, 1, 1, 48, 275.241425
56, 56, 56, 1, 1, 56, 308.712036
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 1, 8, 8, 1, 21.041096
16, 16, 1, 16, 16, 1, 49.073483
24, 24, 1, 24, 24, 1, 31.079138
32, 32, 1, 32, 32, 1, 42.350510
40, 40, 1, 40, 40, 1, 57.083393
48, 48, 1, 48, 48, 1, 68.939034
56, 56, 1, 56, 56, 1, 85.790497
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 16, 8, 8, 2, 8.523863
16, 16, 32, 16, 16, 2, 18.091873
24, 24, 48, 24, 24, 2, 21.529356
32, 32, 64, 32, 32, 2, 19.171543
40, 40, 80, 40, 40, 2, 16.935698
48, 48, 96, 48, 48, 2, 17.017296
56, 56, 112, 56, 56, 2, 16.770802
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 20.480000
16, 8, 8, 1, 1, 8, 29.941521
24, 8, 8, 1, 1, 8, 77.969543
32, 8, 8, 1, 1, 8, 89.302330
40, 8, 8, 1, 1, 8, 87.671234
48, 8, 8, 1, 1, 8, 90.264450
56, 8, 8, 1, 1, 8, 82.771362
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 17.922987
8, 16, 16, 1, 1, 16, 25.325638
8, 24, 24, 1, 1, 24, 152.079208
8, 32, 32, 1, 1, 32, 174.545456
8, 40, 40, 1, 1, 40, 197.938141
8, 48, 48, 1, 1, 48, 210.892456
8, 56, 56, 1, 1, 56, 224.000000
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
16, 16, 16, 1, 16, 1, 7.891087
32, 32, 32, 1, 32, 1, 7.693463
48, 48, 48, 1, 48, 1, 12.429419
64, 64, 64, 1, 64, 1, 12.634176
80, 80, 80, 1, 80, 1, 19.306185
96, 96, 96, 1, 96, 1, 28.284039
112, 112, 112, 1, 112, 1, 33.562916
128, 128, 128, 1, 128, 1, 7.087514
144, 144, 144, 1, 144, 1, 35.268303
160, 160, 160, 1, 160, 1, 33.230568
176, 176, 176, 1, 176, 1, 36.073132
192, 192, 192, 1, 192, 1, 15.455659
208, 208, 208, 1, 208, 1, 36.893822
224, 224, 224, 1, 224, 1, 30.516272
240, 240, 240, 1, 240, 1, 37.497559
256, 256, 256, 1, 256, 1, 4.544209
272, 272, 272, 1, 272, 1, 36.583183
288, 288, 288, 1, 288, 1, 27.784142
304, 304, 304, 1, 304, 1, 35.878792
320, 320, 320, 1, 320, 1, 6.761235
336, 336, 336, 1, 336, 1, 34.948219
352, 352, 352, 1, 352, 1, 21.607330
368, 368, 368, 1, 368, 1, 36.475388
384, 384, 384, 1, 384, 1, 6.988117
400, 400, 400, 1, 400, 1, 35.894360
416, 416, 416, 1, 416, 1, 12.467237
432, 432, 432, 1, 432, 1, 34.253334
448, 448, 448, 1, 448, 1, 6.727414
464, 464, 464, 1, 464, 1, 33.661343
480, 480, 480, 1, 480, 1, 9.856010
496, 496, 496, 1, 496, 1, 31.989025
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
16, 16, 1, 16, 1, 16, 34.478115
32, 32, 1, 32, 1, 32, 37.151928
48, 48, 1, 48, 1, 48, 39.064640
64, 64, 1, 64, 1, 64, 39.183674
80, 80, 1, 80, 1, 80, 33.326099
96, 96, 1, 96, 1, 96, 33.935375
112, 112, 1, 112, 1, 112, 35.546322
128, 128, 1, 128, 1, 128, 29.276749
144, 144, 1, 144, 1, 144, 37.153522
160, 160, 1, 160, 1, 160, 35.872135
176, 176, 1, 176, 1, 176, 37.065193
192, 192, 1, 192, 1, 192, 34.616795
208, 208, 1, 208, 1, 208, 37.879025
224, 224, 1, 224, 1, 224, 38.780262
240, 240, 1, 240, 1, 240, 38.098598
256, 256, 1, 256, 1, 256, 19.798374
272, 272, 1, 272, 1, 272, 38.733810
288, 288, 1, 288, 1, 288, 39.940449
304, 304, 1, 304, 1, 304, 39.724113
320, 320, 1, 320, 1, 320, 19.211617
336, 336, 1, 336, 1, 336, 41.014004
352, 352, 1, 352, 1, 352, 38.549438
368, 368, 1, 368, 1, 368, 39.223015
384, 384, 1, 384, 1, 384, 19.612335
400, 400, 1, 400, 1, 400, 39.453850
416, 416, 1, 416, 1, 416, 30.738895
432, 432, 1, 432, 1, 432, 39.557560
448, 448, 1, 448, 1, 448, 19.378592
464, 464, 1, 464, 1, 464, 39.819611
480, 480, 1, 480, 1, 480, 21.623457
496, 496, 1, 496, 1, 496, 40.471146
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
16, 16, 16, 1, 1, 16, 97.523811
32, 32, 32, 1, 1, 32, 96.717834
48, 48, 48, 1, 1, 48, 113.381180
64, 64, 64, 1, 1, 64, 120.293686
80, 80, 80, 1, 1, 80, 123.791100
96, 96, 96, 1, 1, 96, 75.327454
112, 112, 112, 1, 1, 112, 73.703331
128, 128, 128, 1, 1, 128, 73.446152
144, 144, 144, 1, 1, 144, 74.237213
160, 160, 160, 1, 1, 160, 74.189461
176, 176, 176, 1, 1, 176, 144.990448
192, 192, 192, 1, 1, 192, 148.695129
208, 208, 208, 1, 1, 208, 148.143250
224, 224, 224, 1, 1, 224, 148.991516
240, 240, 240, 1, 1, 240, 148.632385
256, 256, 256, 1, 1, 256, 149.409531
272, 272, 272, 1, 1, 272, 148.947327
288, 288, 288, 1, 1, 288, 149.582291
304, 304, 304, 1, 1, 304, 149.078094
320, 320, 320, 1, 1, 320, 149.566391
336, 336, 336, 1, 1, 336, 149.229691
352, 352, 352, 1, 1, 352, 149.780441
368, 368, 368, 1, 1, 368, 149.396286
384, 384, 384, 1, 1, 384, 149.764236
400, 400, 400, 1, 1, 400, 149.542023
416, 416, 416, 1, 1, 416, 149.768814
432, 432, 432, 1, 1, 432, 149.653381
448, 448, 448, 1, 1, 448, 149.867645
464, 464, 464, 1, 1, 464, 149.725998
480, 480, 480, 1, 1, 480, 149.880875
496, 496, 496, 1, 1, 496, 149.707001
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
16, 16, 1, 16, 16, 1, 175.042740
32, 32, 1, 32, 32, 1, 366.259308
48, 48, 1, 48, 48, 1, 479.999969
64, 64, 1, 64, 64, 1, 534.260864
80, 80, 1, 80, 80, 1, 575.065552
96, 96, 1, 96, 96, 1, 142.396194
112, 112, 1, 112, 112, 1, 140.634369
128, 128, 1, 128, 128, 1, 147.382309
144, 144, 1, 144, 144, 1, 143.060333
160, 160, 1, 160, 160, 1, 148.123154
176, 176, 1, 176, 176, 1, 147.151489
192, 192, 1, 192, 192, 1, 148.590240
208, 208, 1, 208, 208, 1, 148.005981
224, 224, 1, 224, 224, 1, 148.827652
240, 240, 1, 240, 240, 1, 148.471146
256, 256, 1, 256, 256, 1, 149.419464
272, 272, 1, 272, 272, 1, 148.829971
288, 288, 1, 288, 288, 1, 149.491287
304, 304, 1, 304, 304, 1, 149.159302
320, 320, 1, 320, 320, 1, 149.630127
336, 336, 1, 336, 336, 1, 149.242020
352, 352, 1, 352, 352, 1, 149.691467
368, 368, 1, 368, 368, 1, 149.394913
384, 384, 1, 384, 384, 1, 149.723694
400, 400, 1, 400, 400, 1, 149.500702
416, 416, 1, 416, 416, 1, 149.837967
432, 432, 1, 432, 432, 1, 149.681885
448, 448, 1, 448, 448, 1, 149.851791
464, 464, 1, 464, 464, 1, 149.664841
480, 480, 1, 480, 480, 1, 149.842285
496, 496, 1, 496, 496, 1, 149.626953
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
16, 16, 16, 1, 1, 16, 178.604660
32, 16, 16, 1, 1, 16, 268.884033
48, 16, 16, 1, 1, 16, 223.689316
64, 16, 16, 1, 1, 16, 252.061539
80, 16, 16, 1, 1, 16, 256.213501
96, 16, 16, 1, 1, 16, 283.569244
112, 16, 16, 1, 1, 16, 292.173920
128, 16, 16, 1, 1, 16, 154.809448
144, 16, 16, 1, 1, 16, 186.873947
160, 16, 16, 1, 1, 16, 218.803421
176, 16, 16, 1, 1, 16, 247.741928
192, 16, 16, 1, 1, 16, 280.547943
208, 16, 16, 1, 1, 16, 324.682922
224, 16, 16, 1, 1, 16, 358.250732
240, 16, 16, 1, 1, 16, 413.458923
256, 16, 16, 1, 1, 16, 421.363037
272, 16, 16, 1, 1, 16, 504.823578
288, 16, 16, 1, 1, 16, 552.683655
304, 16, 16, 1, 1, 16, 559.080444
320, 16, 16, 1, 1, 16, 554.012634
336, 16, 16, 1, 1, 16, 559.271790
352, 16, 16, 1, 1, 16, 565.556519
368, 16, 16, 1, 1, 16, 578.436340
384, 16, 16, 1, 1, 16, 574.653137
400, 16, 16, 1, 1, 16, 575.496460
416, 16, 16, 1, 1, 16, 577.318420
432, 16, 16, 1, 1, 16, 583.701660
448, 16, 16, 1, 1, 16, 584.745056
464, 16, 16, 1, 1, 16, 574.205627
480, 16, 16, 1, 1, 16, 596.891174
496, 16, 16, 1, 1, 16, 575.419922
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
16, 16, 16, 1, 1, 16, 178.086960
16, 32, 32, 1, 1, 32, 231.849060
16, 48, 48, 1, 1, 48, 320.556519
16, 64, 64, 1, 1, 64, 364.088898
16, 80, 80, 1, 1, 80, 383.520599
16, 96, 96, 1, 1, 96, 394.689514
16, 112, 112, 1, 1, 112, 431.807220
16, 128, 128, 1, 1, 128, 453.013794
16, 144, 144, 1, 1, 144, 475.051544
16, 160, 160, 1, 1, 160, 480.751190
16, 176, 176, 1, 1, 176, 486.916443
16, 192, 192, 1, 1, 192, 486.332458
16, 208, 208, 1, 1, 208, 496.716431
16, 224, 224, 1, 1, 224, 503.606537
16, 240, 240, 1, 1, 240, 515.724670
16, 256, 256, 1, 1, 256, 519.028503
16, 272, 272, 1, 1, 272, 527.248840
16, 288, 288, 1, 1, 288, 535.554443
16, 304, 304, 1, 1, 304, 539.196350
16, 320, 320, 1, 1, 320, 545.406128
16, 336, 336, 1, 1, 336, 507.369232
16, 352, 352, 1, 1, 352, 479.659332
16, 368, 368, 1, 1, 368, 499.159302
16, 384, 384, 1, 1, 384, 474.287567
16, 400, 400, 1, 1, 400, 328.275299
16, 416, 416, 1, 1, 416, 223.668442
16, 432, 432, 1, 1, 432, 174.050980
16, 448, 448, 1, 1, 448, 144.020096
16, 464, 464, 1, 1, 464, 141.611832
16, 480, 480, 1, 1, 480, 141.948395
16, 496, 496, 1, 1, 496, 142.041916
